time [s], azimuth [degrees], elevation [degrees]
1755296076.277129, 155.00313229109526, 37.01289458088764, 
1755296077.0176058, 154.94334923112046, 37.26235495475737, 
1755296077.758082, 154.88256434754538, 37.51390100891517, 
1755296078.4985578, 154.82075317861984, 37.7675539116687, 
1755296079.239035, 154.75789049122642, 38.02333491775793, 
1755296079.9795108, 154.69395046485496, 38.28126430083792, 
1755296080.719987, 154.62890617595087, 38.54136342259977, 
1755296081.460464, 154.56272981310394, 38.80365370225839, 
1755296082.20094, 154.49539287689268, 39.06815552018031, 
1755296082.9414158, 154.42686567378922, 39.334890349286084, 
1755296083.6818929, 154.3571174481007, 39.60387967475151, 
1755296084.422369, 154.28611671518453, 39.875143897682996, 
1755296085.1628458, 154.21383048659362, 40.14870485869975, 
1755296085.903322, 154.1402250406123, 40.424582905366826, 
1755296086.6437979, 154.06526513957996, 40.70279944377546, 
1755296087.384275, 153.98891432097156, 40.98337584401137, 
1755296088.1247509, 153.9111351059381, 41.266332260818054, 
1755296088.865227, 153.83188837109353, 41.55168990204254, 
1755296089.6057038, 153.75113353520047, 41.839469877923314, 
1755296090.34618, 153.66882888079468, 42.12969201295932, 
1755296091.0866559, 153.58493079466024, 42.42237715166674, 
1755296091.827133, 153.4993940363845, 42.71754599135474, 
1755296092.5676088, 153.41217200665605, 43.01521785011568, 
1755296093.308086, 153.32321585878861, 43.31541344239367, 
1755296094.0485618, 153.23247534169897, 43.61815163854583, 
1755296094.789038, 153.13989790694296, 43.92345227683877, 
1755296095.5295148, 153.0454289225987, 44.23133492722535, 
1755296096.269991, 152.94901199556702, 44.54181761046856, 
1755296097.0104668, 152.85058810333356, 44.85491926478587, 
1755296097.750944, 152.75009581314413, 45.1706584753736, 
1755296098.4914198, 152.6474716327982, 45.48905216303354, 
1755296099.231896, 152.5426490338545, 45.8101181006083, 
1755296099.972373, 152.43555871711888, 46.1338736183111, 
1755296100.712849, 152.32612895214848, 46.46033424959478, 
1755296101.4533248, 152.21428450184726, 46.78951630423698, 
1755296102.1938019, 152.09994691217116, 47.12143554258873, 
1755296102.934278, 151.98303483908924, 47.45610577932545, 
1755296103.6747549, 151.86346271898964, 47.79354197404257, 
1755296104.415231, 151.74114191031518, 48.13375659040667, 
1755296105.155707, 151.61597930451828, 48.476762714520916, 
1755296105.896184, 151.48787761278098, 48.822572667992695, 
1755296106.6366599, 151.35673565613604, 49.17119653578619, 
1755296107.377136, 151.22244705670923, 49.52264491170762, 
1755296108.1176128, 151.08490053978701, 49.87692747720482, 
1755296108.858089, 150.9439801274256, 50.23405146541497, 
1755296109.5985649, 150.79956379383844, 50.59402449309351, 
1755296110.339042, 150.6515236392012, 50.95685306857059, 
1755296111.0795178, 150.499726215704, 51.32254105372871, 
1755296111.819994, 150.3440308550497, 51.691092509656976, 
1755296112.5604708, 150.18428996029468, 52.062510200760705, 
1755296113.300947, 150.02034915822605, 52.43679397461772, 
1755296114.0414238, 149.85204537614138, 52.81394422046008, 
1755296114.7819, 149.67920808516357, 53.193957731793596, 
1755296115.5223758, 149.50165719943212, 53.57683117730584, 
1755296116.262853, 149.3192031587919, 53.962559498560914, 
1755296117.0033288, 149.13164711756008, 54.351134243310945, 
1755296117.743805, 148.9387787200937, 54.742546565428654, 
1755296118.484282, 148.74037620668784, 55.13678560491946, 
1755296119.224758, 148.53620636456685, 55.53383672665398, 
1755296119.9652338, 148.32602221608025, 55.93368463241967, 
1755296120.705711, 148.10956277103145, 56.33631161995002, 
1755296121.4461868, 147.88655302946736, 56.74169581978951, 
1755296122.1866639, 147.65670087784363, 57.14981487125391, 
1755296122.92714, 147.41969833181875, 57.560641384965635, 
1755296123.667616, 147.17521816381054, 57.97414663310651, 
1755296124.408093, 146.92291346667048, 58.390298747077715, 
